jobtitle|company|city|state|date|snippet|url|latitude|longitude|formattedRelativeTime
Application Support Specialist|Robert Half Technology|New York|NY|Tue, 01 Dec 2015 19:18:06 GMT|Market data feed/multicast experience. Scripting/programming (bash, Perl, Python, or equivalent). My Client, within financial services,is looking to hire an...|http://www.indeed.com/viewjob?jk=07fbfb24e85723db&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|40.71978|-74.0|30+ days ago
Research Scientist|EBay|Brisbane|CA|Mon, 12 Oct 2015 16:22:26 GMT|Data Science &amp; Analytics. Extensive experience with Big Data storage and analysis technologies, such as Hadoop, data warehouse platforms and NoSQL solutions....|http://www.indeed.com/viewjob?jk=c7c894e9cd5f6d74&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|37.67857|-122.39561|30+ days ago
Systematic Strategies - Technologist|Blackstone|New York|NY|Mon, 26 Oct 2015 17:32:01 GMT|System design and data architecture for financial data repository for data sets spanning multiple asset classes and geographies....|http://www.indeed.com/viewjob?jk=669b6470ac158517&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|40.71154|-74.00549|30+ days ago
Quantitative Risk Analytics/Asset Allocation/Risk Attribution - (Matlab/Python) - Investment Manager|Analytic Recruiting|Boston|MA|Thu, 22 Oct 2015 12:04:17 GMT|Candidates must have a Quantitative Master’s degree (Top School) (Computer Science, Engineering, Finance, Economics), CFA a plus, 2-4 yrs of buy side Portfolio...|http://www.indeed.com/viewjob?jk=0b2013abe0276f04&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|42.357143|-71.05495|30+ days ago
Linux Systems Administrator - Enterprise|CyberCoders|New York|NY|Tue, 12 Jan 2016 09:29:39 GMT|Priority given to Perl and Python scripters. Headquartered in NYC, we are dedicated to delivering the most advanced data and intelligence to many of the world's...|http://www.indeed.com/viewjob?jk=92d47e35f2cf90b4&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|40.758244|-73.97802|3 days ago
Quantitative Analyst - Evolutionary Algorithms for Finance!|CyberCoders|San Francisco|CA|Tue, 17 Nov 2015 06:35:29 GMT|Java, C++, Python, R. So, if you are a Data Scientist or Quantitative Analyst with experience in Finance and Trading, please apply today!...|http://www.indeed.com/viewjob?jk=12254e1cd6b3c5ef&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|37.796703|-122.39561|30+ days ago
Data Analyst|Connance|Waltham|MA|Sat, 09 Jan 2016 10:32:45 GMT|The Data Analyst will play an integral role on our Analytics team in enhancing Connanceâs delivery and. Ï· Experience manipulating large data sets using SQL...|http://www.indeed.com/viewjob?jk=ad68518dc814efdb&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|42.376373|-71.23077|6 days ago
QA Analyst|ZEFR|Venice|CA|Tue, 12 Jan 2016 16:42:19 GMT|QA Analyst walks into a bar. Prior exposure to JavaScript and Python code is ideal. ZEFR is seeking a talented QA Analyst to test our most popular and visible...|http://www.indeed.com/viewjob?jk=0876a3edc67e0f24&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|33.98901|-118.45605|3 days ago
Optimization Analyst|Tru Optik Data Corp|Stamford|CT|Sat, 02 Jan 2016 16:11:47 GMT|Â¢ Experience with SQL, Python, R/SAS/Stata a plus. Â¢ Passion for data analysis supported by personal and professional experiences....|http://www.indeed.com/viewjob?jk=73c27b8cbda98851&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4n4bqi7aio|41.052197|-73.53846|13 days ago
Technical Support Analyst|Payette Group|San Mateo|CA|Tue, 20 Oct 2015 22:56:03 GMT|Scripting languages such as perl or python. BONUS SKILLS Financial services background, in particular, financial market data....|http://www.indeed.com/viewjob?jk=ad0d370d16899839&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|37.56044|-122.32417|30+ days ago
Global Investment Research, Business Analytics, Business Intelligence Analyst/Associate|Goldman Sachs|Salt Lake City|UT|Sun, 27 Sep 2015 10:59:48 GMT|Expose business data to division stakeholders. Specifically, Business Intelligence Analysts work with divisional management to quantify business data, rapidly...|http://www.indeed.com/viewjob?jk=74fec60f057b01dc&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|40.758244|-111.89011|30+ days ago
Application Support Specialist|Robert Half Technology|New York|NY|Tue, 01 Dec 2015 19:18:06 GMT|Market data feed/multicast experience. Scripting/programming (bash, Perl, Python, or equivalent). My Client, within financial services,is looking to hire an...|http://www.indeed.com/viewjob?jk=07fbfb24e85723db&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|40.71978|-74.0|30+ days ago
Research Scientist|EBay|Brisbane|CA|Mon, 12 Oct 2015 16:22:26 GMT|Data Science &amp; Analytics. Extensive experience with Big Data storage and analysis technologies, such as Hadoop, data warehouse platforms and NoSQL solutions....|http://www.indeed.com/viewjob?jk=c7c894e9cd5f6d74&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|37.67857|-122.39561|30+ days ago
Systematic Strategies - Technologist|Blackstone|New York|NY|Mon, 26 Oct 2015 17:32:01 GMT|System design and data architecture for financial data repository for data sets spanning multiple asset classes and geographies....|http://www.indeed.com/viewjob?jk=669b6470ac158517&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|40.71154|-74.00549|30+ days ago
Quantitative Risk Analytics/Asset Allocation/Risk Attribution - (Matlab/Python) - Investment Manager|Analytic Recruiting|Boston|MA|Thu, 22 Oct 2015 12:04:17 GMT|Candidates must have a Quantitative Master’s degree (Top School) (Computer Science, Engineering, Finance, Economics), CFA a plus, 2-4 yrs of buy side Portfolio...|http://www.indeed.com/viewjob?jk=0b2013abe0276f04&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|42.357143|-71.05495|30+ days ago
Linux Systems Administrator - Enterprise|CyberCoders|New York|NY|Tue, 12 Jan 2016 09:29:39 GMT|Priority given to Perl and Python scripters. Headquartered in NYC, we are dedicated to delivering the most advanced data and intelligence to many of the world's...|http://www.indeed.com/viewjob?jk=92d47e35f2cf90b4&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|40.758244|-73.97802|3 days ago
Quantitative Analyst - Evolutionary Algorithms for Finance!|CyberCoders|San Francisco|CA|Tue, 17 Nov 2015 06:35:29 GMT|Java, C++, Python, R. So, if you are a Data Scientist or Quantitative Analyst with experience in Finance and Trading, please apply today!...|http://www.indeed.com/viewjob?jk=12254e1cd6b3c5ef&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|37.796703|-122.39561|30+ days ago
Data Analyst|Connance|Waltham|MA|Sat, 09 Jan 2016 10:32:45 GMT|The Data Analyst will play an integral role on our Analytics team in enhancing Connanceâs delivery and. Ï· Experience manipulating large data sets using SQL...|http://www.indeed.com/viewjob?jk=ad68518dc814efdb&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|42.376373|-71.23077|6 days ago
QA Analyst|ZEFR|Venice|CA|Tue, 12 Jan 2016 16:42:19 GMT|QA Analyst walks into a bar. Prior exposure to JavaScript and Python code is ideal. ZEFR is seeking a talented QA Analyst to test our most popular and visible...|http://www.indeed.com/viewjob?jk=0876a3edc67e0f24&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|33.98901|-118.45605|3 days ago
Optimization Analyst|Tru Optik Data Corp|Stamford|CT|Sat, 02 Jan 2016 16:11:47 GMT|Â¢ Experience with SQL, Python, R/SAS/Stata a plus. Â¢ Passion for data analysis supported by personal and professional experiences....|http://www.indeed.com/viewjob?jk=73c27b8cbda98851&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch4tubq69dqg|41.052197|-73.53846|13 days ago
Technical Support Analyst|Payette Group|San Mateo|CA|Tue, 20 Oct 2015 22:56:03 GMT|Scripting languages such as perl or python. BONUS SKILLS Financial services background, in particular, financial market data....|http://www.indeed.com/viewjob?jk=ad0d370d16899839&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch54lb90ufjc|37.56044|-122.32417|30+ days ago
Global Investment Research, Business Analytics, Business Intelligence Analyst/Associate|Goldman Sachs|Salt Lake City|UT|Sun, 27 Sep 2015 10:59:48 GMT|Expose business data to division stakeholders. Specifically, Business Intelligence Analysts work with divisional management to quantify business data, rapidly...|http://www.indeed.com/viewjob?jk=74fec60f057b01dc&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch54lb90ufjc|40.758244|-111.89011|30+ days ago
Application Support Specialist|Robert Half Technology|New York|NY|Tue, 01 Dec 2015 19:18:06 GMT|Market data feed/multicast experience. Scripting/programming (bash, Perl, Python, or equivalent). My Client, within financial services,is looking to hire an...|http://www.indeed.com/viewjob?jk=07fbfb24e85723db&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5N4CePMIv_kmDFO288TO5bI&indpubnum=7116981571348601&atk=1a94ch54lb90ufjc|40.71978|-74.0|30+ days ago
